Código da Instalação de Transporte;Nome da Instalação de Transporte;Nome da Instalação de Gasoduto;Código da Instalação de Gasoduto;Tipo da Instalação do Gasoduto;Nome do Município da Instalação de Gasoduto;Nome da UF da Instalação de Gasoduto;Nome do Operador da Instalação de Gasoduto;Código do Operador da Instalação de Gasoduto;Nome do Carregador que usa a Instalação de Gasoduto;Código do Carregador que usa a Instalação de Gasoduto;Nome do Contrato da Instalação do Gasoduto;Nome da variável;01/07/2021;02/07/2021;03/07/2021;04/07/2021;05/07/2021;06/07/2021;07/07/2021;08/07/2021;09/07/2021;10/07/2021;11/07/2021;12/07/2021;13/07/2021;14/07/2021;15/07/2021;16/07/2021;17/07/2021;18/07/2021;19/07/2021;20/07/2021;21/07/2021;22/07/2021;23/07/2021;24/07/2021;25/07/2021;26/07/2021;27/07/2021;28/07/2021;29/07/2021;30/07/2021;31/07/2021
700513;Urucu-Manaus;Iranduba;31667;Ponto de Entrega;Iranduba;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700513;Urucu-Manaus;Manacapuru;31666;Ponto de Entrega;Manacapuru;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Solicitado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700513;Urucu-Manaus;Manacapuru;31666;Ponto de Entrega;Manacapuru;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Programado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700513;Urucu-Manaus;Manacapuru;31666;Ponto de Entrega;Manacapuru;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Realizado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700513;Urucu-Manaus;Manacapuru;31666;Ponto de Entrega;Manacapuru;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700513;Urucu-Manaus;Manacapuru;31666;Ponto de Entrega;Manacapuru;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;0,75;0,79;0,71;0,72;0,76;0,74;0,88;1,36;1,37;1,35;1,31;1,28;1,24;1,22;1,23;1,19;1,20;1,18;1,15;1,13;1,15;1,14;1,14;1,08;1,08;1,08;1,05;1,05;1,02;1,02;0,99
700513;Urucu-Manaus;Mauá;223717;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Solicitado;541,00;538,00;550,00;520,00;523,00;570,00;544,00;545,00;502,00;485,00;410,00;530,00;505,00;505,00;540,00;540,00;530,00;520,00;520,00;528,00;515,00;551,00;556,00;505,00;425,00;481,00;479,00;501,00;504,00;515,00;530,00
700513;Urucu-Manaus;Mauá;223717;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Programado;541,00;538,00;550,00;520,00;523,00;570,00;544,00;545,00;502,00;485,00;410,00;530,00;505,00;534,00;525,00;530,00;530,00;520,00;532,00;528,00;515,00;551,00;556,00;505,00;425,00;481,00;479,00;501,00;504,00;515,00;530,00
700513;Urucu-Manaus;Mauá;223717;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Realizado;532,65;529,99;510,30;459,40;499,85;479,94;480,14;487,96;496,58;472,90;438,89;511,39;510,75;512,65;512,86;511,33;495,99;460,30;518,89;519,42;521,79;535,71;490,53;490,09;438,38;481,28;481,44;488,07;484,01;502,06;480,31
700513;Urucu-Manaus;Mauá;223717;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700513;Urucu-Manaus;Mauá;223717;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;48,31;48,56;48,34;48,51;48,45;48,71;48,69;48,67;48,62;48,62;48,74;48,65;48,66;48,65;48,63;48,64;48,64;48,68;48,62;48,58;48,57;48,52;48,64;49,63;49,39;48,53;48,41;48,36;48,42;48,53;48,49
700513;Urucu-Manaus;REMAN;220226;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Solicitado;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;150,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;155,00;155,00;175,00;175,00;175,00;175,00;175,00;175,00
700513;Urucu-Manaus;REMAN;220226;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Programado;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;150,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;175,00;155,00;155,00;175,00;175,00;175,00;175,00;175,00;175,00
700513;Urucu-Manaus;REMAN;220226;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Realizado;142,11;142,64;142,25;140,75;141,00;141,60;142,29;144,76;143,53;143,01;144,00;146,33;146,71;145,96;146,61;146,23;145,53;145,34;144,38;147,96;146,39;146,80;149,95;152,09;152,27;151,83;149,09;149,42;149,73;151,17;150,87
700513;Urucu-Manaus;REMAN;220226;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700513;Urucu-Manaus;REMAN;220226;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;49,94;50,22;49,97;50,02;50,04;50,32;50,28;50,25;50,21;50,20;50,28;50,26;50,28;50,27;50,24;50,25;50,22;50,22;50,22;50,18;50,19;50,13;50,24;50,31;50,15;50,04;49,95;49,88;49,98;50,12;50,07
700513;Urucu-Manaus;UTE Aparecida;31682;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Solicitado;666,64;590,01;700,00;750,00;476,07;450,00;650,00;600,00;286,73;750,00;750,00;283,48;104,27;104,27;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;1050,00;1050,00
700513;Urucu-Manaus;UTE Aparecida;31682;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Programado;666,64;590,01;700,00;750,00;476,07;450,00;650,00;600,00;286,73;750,00;750,00;283,48;120,00;750,00;750,00;750,00;284,61;260,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;750,00;1050,00;1050,00
700513;Urucu-Manaus;UTE Aparecida;31682;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Realizado;940,97;964,51;820,04;924,42;967,28;937,19;961,29;933,40;969,27;975,81;974,40;979,20;979,89;981,49;983,09;936,40;905,53;957,91;972,27;962,04;971,24;955,00;936,57;907,03;958,30;972,45;962,01;972,53;958,46;946,18;908,17
700513;Urucu-Manaus;UTE Aparecida;31682;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700513;Urucu-Manaus;UTE Aparecida;31682;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;66,16;66,10;66,25;66,03;66,09;66,04;65,85;65,98;65,85;65,78;65,76;65,95;65,88;66,10;65,90;65,99;65,89;65,94;66,02;66,01;66,22;66,03;65,95;65,87;65,90;66,05;65,95;65,94;66,15;66,13;66,12
700513;Urucu-Manaus;UTE Mauá;31683;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Solicitado;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2055,12;2125,00;2125,00;2125,00;2125,00
700513;Urucu-Manaus;UTE Mauá;31683;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Programado;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2125,00;2055,12;2125,00;2125,00;2125,00;2125,00
700513;Urucu-Manaus;UTE Mauá;31683;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Volume Realizado;2550,15;2527,19;2569,82;2387,32;2530,36;2536,71;2512,64;2516,75;2506,54;2493,08;2513,17;2508,76;2517,82;2518,96;2512,36;2509,85;2499,26;2485,52;2489,01;2505,61;2510,99;2496,30;2483,64;1197,00;1611,85;2497,04;2381,63;2489,68;2491,08;2530,92;2515,30
700513;Urucu-Manaus;UTE Mauá;31683;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700513;Urucu-Manaus;UTE Mauá;31683;Ponto de Entrega;Manaus;AM;Transportadora Associada de Gás S.A. - TAG;3006248349;Petróleo Brasileiro S.A. - PETROBRAS;33000167;Urucu-Coari-Manaus;Pressão Média;48,31;48,56;48,34;48,51;48,45;48,71;48,69;48,67;48,62;48,62;48,74;48,65;48,66;48,65;48,63;48,64;48,64;48,68;48,62;48,58;48,57;48,52;48,64;49,63;49,39;48,53;48,41;48,36;48,42;48,53;48,49
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás de Uso no Sistema;-3278,96;-3517,25;-3396,16;-3260,58;-3351,74;-2526,72;-2251,91;-2362,15;-2293,60;-2168,40;-2501,91;-2989,22;-3291,44;-3485,43;-3494,67;-3760,42;-3749,52;-3727,51;-3406,38;-3293,62;-3485,40;-3600,71;-3882,27;-3735,92;-3543,08;-3547,66;-3592,69;-3608,13;-3760,70;-3681,44;-3787,88
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás Não Contado;-3278,96;-3517,25;-3396,16;-3260,58;-3351,74;-2526,72;-2251,91;-2362,15;-2293,60;-2168,40;-2501,91;-2989,22;-3291,44;-3485,43;-3494,67;-3760,42;-3749,52;-3727,51;-3406,38;-3293,62;-3485,40;-3600,71;-3882,27;-3735,92;-3543,08;-3547,66;-3592,69;-3608,13;-3760,70;-3681,44;-3787,88
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Operacionais;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Extraordinárias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilibrio Diário;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512573;Camaçari;;;;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilíbrio Diário Acumulado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512573;Camaçari;FAFEN;217960;Ponto de Entrega;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Solicitado;1150,00;1200,00;1200,00;1200,00;1200,00;0,00;0,00;0,00;0,00;400,00;550,00;1000,00;1130,00;1000,00;1240,00;1240,00;1240,00;1240,00;1150,00;1050,00;1200,00;1240,00;1240,00;1240,00;1300,00;1300,00;1320,00;1320,00;1325,00;1325,00;1325,00
512573;Camaçari;FAFEN;217960;Ponto de Entrega;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Programado;1150,00;1200,00;1200,00;1200,00;1200,00;0,00;0,00;0,00;0,00;400,00;550,00;1000,00;1130,00;1000,00;1240,00;1240,00;1240,00;1240,00;1150,00;1050,00;1200,00;1240,00;1240,00;1240,00;1300,00;1300,00;1320,00;1320,00;400,00;400,00;400,00
512573;Camaçari;FAFEN;217960;Ponto de Entrega;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Realizado;1129,29;1225,54;1212,52;1181,26;1194,21;143,33;0,00;0,00;0,02;1,44;410,73;927,09;1085,14;1117,17;1207,41;1219,15;1202,47;1196,44;955,53;928,76;1113,37;1210,23;1285,95;1269,53;1268,94;1299,68;1310,66;1321,19;1302,81;1307,07;1326,21
512573;Camaçari;FAFEN;217960;Ponto de Entrega;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Alocação;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
512573;Camaçari;FAFEN;217960;Ponto de Entrega;Camaçari;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Pressão Média;26,49;26,37;26,40;26,34;26,32;26,45;26,42;26,44;26,46;26,50;26,53;26,46;26,38;26,46;26,41;26,42;26,41;26,39;26,43;26,45;26,44;26,41;26,38;26,41;26,45;26,44;26,44;26,33;26,20;26,31;26,31
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás de Uso no Sistema;3457,68;3724,12;3678,95;3411,74;3491,39;2667,41;2431,87;2502,70;2321,11;2093,48;2616,02;3269,69;3574,31;3256,88;3656,97;3930,97;3870,89;3945,23;3782,82;3717,84;3905,93;3816,97;3949,51;3857,81;3589,19;3712,16;3718,00;3686,69;3933,38;3947,05;4012,77
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás Não Contado;3457,68;3724,12;3678,95;3411,74;3491,39;2667,41;2431,87;2502,70;2321,11;2093,48;2616,02;3269,69;3574,31;3256,88;3656,97;3930,97;3870,89;3945,23;3782,82;3717,84;3905,93;3816,97;3949,51;3857,81;3589,19;3712,16;3718,00;3686,69;3933,38;3947,05;4012,77
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Operacionais;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Extraordinárias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilibrio Diário;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512556;São Francisco do Conde;;;;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilíbrio Diário Acumulado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
512556;São Francisco do Conde;São Francisco do Conde II (EVF - Manati);217981;Ponto de Recebimento;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Entrada;Volume Solicitado;2400,00;2415,00;2415,00;2415,00;2415,00;1240,00;1385,00;1245,00;1265,00;1665,00;1815,00;2265,00;2375,00;2250,00;2415,00;2510,00;2510,00;2510,00;2415,00;2120,00;2300,00;2415,00;2415,00;2750,00;3000,00;3000,00;2595,00;2595,00;2800,00;2600,00;2600,00
512556;São Francisco do Conde;São Francisco do Conde II (EVF - Manati);217981;Ponto de Recebimento;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Entrada;Volume Programado;2400,00;2415,00;2415,00;2415,00;2415,00;1240,00;1385,00;1245,00;1265,00;1665,00;1815,00;2265,00;2375,00;2250,00;2415,00;2510,00;2510,00;2510,00;2415,00;2120,00;2300,00;2415,00;2415,00;2750,00;3000,00;3000,00;2595,00;2595,00;2800,00;2600,00;2600,00
512556;São Francisco do Conde;São Francisco do Conde II (EVF - Manati);217981;Ponto de Recebimento;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Entrada;Volume Realizado;2400,00;2415,00;2415,00;2415,00;2415,00;1240,00;1385,00;1245,00;1265,00;1145,68;1815,00;2265,00;2375,00;2250,00;2415,00;2510,00;2510,00;2510,00;2415,00;2119,69;2300,00;1617,21;642,94;2518,05;2623,00;2849,11;2595,00;2595,00;2800,00;2600,00;2600,00
512556;São Francisco do Conde;São Francisco do Conde II (EVF - Manati);217981;Ponto de Recebimento;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Entrada;Alocação;73;73;73;73;73;38;42;38;44;100;67;83;85;80;86;89;90;90;89;100;94;100;100;100;100;100;93;93;100;92;92
512556;São Francisco do Conde;São Francisco do Conde II (EVF - Manati);217981;Ponto de Recebimento;São Francisco do Conde;BA;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Entrada;Pressão Média;33,15;33,16;33,63;33,64;33,63;33,57;33,58;33,63;33,65;33,57;33,63;33,67;33,64;33,67;33,63;33,64;33,66;33,71;33,63;33,65;33,64;33,53;33,51;33,49;33,50;33,42;33,38;33,51;33,56;33,67;33,63
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás de Uso no Sistema;-1533,27;-1717,75;-1326,67;-1500,30;-1603,93;-1506,33;-1514,84;-1440,79;-1487,81;-1624,73;-1460,75;-1481,18;-1503,19;-1473,12;-1562,70;-1505,84;-1562,00;-1375,18;-1536,22;-1486,01;-1545,65;-1469,18;-1630,79;-1660,49;-1769,68;-1273,58;-1551,19;-1486,35;-1637,91;-1617,31;-1739,61
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Gás Não Contado;-1537,27;-1721,75;-1330,67;-1504,30;-1649,84;-1525,81;-1518,84;-1444,79;-1492,31;-1628,73;-1464,75;-1485,18;-1507,19;-1477,12;-1566,70;-1509,84;-1566,00;-1379,18;-1540,22;-1490,01;-1549,65;-1473,18;-1634,79;-1664,49;-1774,18;-1277,58;-1555,19;-1490,35;-1641,91;-1621,31;-1743,61
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Operacionais;0,00;0,00;0,00;0,00;41,90;15,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Perdas Extraordinárias;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilibrio Diário;27,96;205,79;-163,36;72,12;112,97;11,24;0,40;-37,62;-44,60;104,07;-7,23;-25,41;-19,67;-48,63;42,86;-23,16;43,24;-91,43;14,31;-36,77;28,14;-41,58;88,24;118,36;288,53;-267,81;11,16;-43,05;99,00;59,21;221,41
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Desequilíbrio Diário Acumulado;-366,31;-160,53;-323,89;-251,78;-138,80;-127,56;-127,16;-164,78;-209,39;-105,31;-112,54;-137,95;-157,62;-206,26;-163,40;-186,56;-143,31;-234,75;-220,44;-257,21;-229,07;-270,65;-182,41;-64,05;224,47;-43,33;-32,17;-75,22;23,78;82,99;304,39
700514;Catu-Pilar;;;;;;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;;Empacotamento;10960,14;10988,10;11193,89;11030,52;11102,64;11215,61;11226,85;11227,25;11189,63;11145,03;11249,10;11241,87;11216,46;11196,79;11148,16;11191,01;11167,86;11211,10;11119,66;11133,97;11097,20;11125,34;11083,76;11172,00;11290,36;11578,89;11311,08;11322,24;11279,19;11378,19;11437,40
700514;Catu-Pilar;FAFEN-SERGAS - FAFEN-SE;292823;Ponto de Entrega;Laranjeiras;SE;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Solicitado;1220,00;1210,00;1210,00;1210,00;1210,00;1230,00;1235,00;1235,00;1235,00;1235,00;1235,00;1235,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1245,00;1245,00;1245,00;1245,00;1245,00
700514;Catu-Pilar;FAFEN-SERGAS - FAFEN-SE;292823;Ponto de Entrega;Laranjeiras;SE;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Programado;1220,00;1210,00;1210,00;1210,00;1210,00;1230,00;1235,00;1235,00;1235,00;1235,00;1235,00;1235,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1240,00;1245,00;1245,00;271,75;306,00;325,79
700514;Catu-Pilar;FAFEN-SERGAS - FAFEN-SE;292823;Ponto de Entrega;Laranjeiras;SE;Transportadora Associada de Gás S.A. - TAG;3006248349;Proquigel Química S.A. ;2,75E+13;Proquigel Saída;Volume Realizado;1207,48;1208,63;1207,59;1212,49;1211,82;1204,51;1221,09;1235,05;1230,24;1233,93;1234,92;1231,00;1230,41;1223,52;1229,96;1232,58;1229,38;1227,17;1226,99;1227,50;1220,76;1221,41;1235,82;1240,61;1236,81;1235,72;1234,14;1226,67;1236,09;1243,18;1224,23
